ticket_id,subject,body,customer_id,channel,created_at
TCK-2049,How to migrate data from competitor platform,We're switching from CompetitorX. Do you offer a migration tool or service for importing historical data?,CUST-148,Phone,2026-07-31T11:36:30Z
TCK-2050,Onboarding assistance for new engineering team,We just added 20 engineers to our plan. Can we get a guided onboarding session for the new team members?,CUST-149,Slack,2026-07-29T19:50:35Z
TCK-2051,How to set up automated nightly data exports,We want to automatically export all transaction data nightly to our S3 bucket. What's the recommended approach?,CUST-150,Chat,2026-07-28T22:05:21Z
TCK-2052,Double charged after failed payment retry,Our payment was double charged after the system retried a declined card. Two charges of $299 posted to Visa ending 0016.,CUST-151,Monitoring,2026-07-28T19:39:46Z
TCK-2053,Change email address for primary admin account,Please change email on the primary admin account from admin@old-domain.com to admin@new-domain.com.,CUST-152,Web Portal,2026-07-30T23:23:14Z
TCK-2054,Outstanding invoice from two months ago,Invoice #INV-28 from May is still showing unpaid despite payment confirmation. Please reconcile.,CUST-153,API,2026-07-30T22:33:44Z
TCK-2055,Question about API versioning and deprecation policy,We're integrating v2 API. What is your API versioning strategy and deprecation timeline for v1 endpoints?,CUST-154,API,2026-07-31T03:26:13Z
TCK-2056,Feature request: drag-and-drop workflow builder,A visual drag-and-drop workflow builder would greatly speed up our automation configuration process.,CUST-155,Email,2026-07-30T04:28:55Z
TCK-2057,UI alignment bug on settings page in Firefox,There's a CSS bug causing the user settings panel to overlap the navigation bar in Firefox 120+. Screenshots attached.,CUST-156,API,2026-07-30T00:27:15Z
TCK-2058,How to configure SAML SSO with Okta,Looking for step-by-step instructions to configure SAML-based SSO with our Okta tenant for 150 users.,CUST-157,Mobile App,2026-07-28T15:34:59Z
TCK-2059,Account locked — exceeded maximum login attempts,My account locked after entering wrong password. The lockout timer seems stuck — it's been 2 hours.,CUST-158,API,2026-07-30T04:34:14Z
TCK-2060,Unauthorized charge on company corporate card,An unauthorized charge of $899 appeared on our corporate Amex ending in 4021. We did not authorize this transaction.,CUST-159,Phone,2026-07-28T19:43:32Z
TCK-2061,Unauthorized charge on company corporate card,An unauthorized charge of $899 appeared on our corporate Amex ending in 4003. We did not authorize this transaction.,CUST-160,Monitoring,2026-07-28T14:35:08Z
TCK-2062,Pagination bug skipping records on page 2,Table pagination bug: clicking page 2 skips IDs 51-75 and shows records starting from ID 76.,CUST-161,Email,2026-07-28T13:45:11Z
TCK-2063,Inquiry about professional services and implementation support,We're a 500-person org starting a platform rollout. Do you offer professional services for implementation?,CUST-162,Email,2026-07-29T11:09:54Z
TCK-2064,Request to change email on team owner account,Our team owner left the company. Need to change email from prev-owner@corp.com to new-owner@corp.com.,CUST-163,Email,2026-07-28T09:52:55Z
TCK-2065,Double charged for annual license upgrade,"We were double charged $1,500 when upgrading from Pro to Enterprise. Transaction refs TXN-22A and TXN-22B both posted.",CUST-164,Slack,2026-07-29T04:40:32Z
TCK-2066,Data export bug truncating large CSV files,"When exporting datasets larger than 10K rows, the CSV download bug causes truncation at exactly 9,999 rows.",CUST-165,API,2026-07-28T19:34:22Z
TCK-2067,Password reset link not arriving via email,I requested a password reset 30 minutes ago but haven't received the email. Checked spam folder — nothing there.,CUST-166,API,2026-07-28T20:59:58Z
TCK-2068,How to use the bulk user provisioning API,We need to provision 500+ user accounts via API for our annual onboarding cycle. Looking for documentation.,CUST-167,Email,2026-07-31T08:42:41Z
TCK-2069,System crash with kernel panic on node pool,System crash on primary node pool with kernel panic. Auto-scaling replacement nodes also failing to initialize.,CUST-168,Phone,2026-07-30T03:02:52Z
TCK-2070,Double charged for annual license upgrade,"We were double charged $1,500 when upgrading from Pro to Enterprise. Transaction refs TXN-12A and TXN-12B both posted.",CUST-169,Phone,2026-07-30T22:56:15Z
TCK-2071,Password reset link not arriving via email,I requested a password reset 30 minutes ago but haven't received the email. Checked spam folder — nothing there.,CUST-170,Slack,2026-07-28T06:08:31Z
TCK-2072,Need refund for accidental plan upgrade,An admin accidentally upgraded our plan. Requesting immediate refund of the $450 difference charged to our account.,CUST-171,Chat,2026-07-30T03:18:28Z
TCK-2073,Feature request: scheduled report delivery via email,We'd like to schedule automated weekly reports delivered to a distribution list every Monday at 9 AM EST.,CUST-172,Mobile App,2026-07-29T02:29:04Z
TCK-2074,Billing error: wrong plan tier pricing applied,"After downgrading to Starter, our invoice still shows Enterprise pricing. This billing error needs immediate correction.",CUST-173,API,2026-07-31T03:40:11Z
TCK-2075,Comparing Standard vs Enterprise plan feature differences,Can you provide a detailed comparison matrix of Standard vs Enterprise plan features for our procurement review?,CUST-174,Mobile App,2026-07-30T05:52:02Z
TCK-2076,Question about multi-region data residency options,Does your platform support data residency in the EU? We need all customer data stored within EU boundaries.,CUST-175,Chat,2026-07-31T15:02:11Z
TCK-2077,Request demo of enterprise analytics module,We're evaluating the enterprise analytics add-on for our 200-person team. Can we schedule a demo?,CUST-176,Phone,2026-07-29T21:03:46Z
TCK-2078,Feature request: audit log export in JSON format,Currently audit logs only export as CSV. We need JSON format for ingestion into our SIEM platform.,CUST-177,Phone,2026-07-28T16:36:09Z
TCK-2079,How to configure custom email templates for notifications,We want to customize the email notification templates with our company branding and footer links.,CUST-178,Phone,2026-07-29T06:12:02Z
TCK-2080,How to configure SAML SSO with Okta,Looking for step-by-step instructions to configure SAML-based SSO with our Okta tenant for 150 users.,CUST-179,Chat,2026-07-29T22:57:15Z
TCK-2081,Need password reset for service account,The password reset is needed for service account svc-deploy-120@company.com used in our CI/CD pipeline.,CUST-180,Web Portal,2026-07-29T14:21:23Z
TCK-2082,Training materials for new admin onboarding,Do you have training videos or documentation specifically for platform administrators? We're onboarding 5 new admins.,CUST-181,Mobile App,2026-07-29T18:46:18Z
TCK-2083,Refund request for duplicate annual subscription,We have two active subscriptions for the same team. Need refund on the duplicate subscription #51.,CUST-182,Monitoring,2026-07-29T18:48:01Z
TCK-2084,Inquiry about partner program and reseller discounts,We're an MSP managing 40+ client accounts. Do you have a partner program with volume discounts?,CUST-183,Mobile App,2026-07-29T06:58:39Z
TCK-2085,Invoice discrepancy on Q3 statement,Invoice #INV-44 shows charges for add-ons we never activated. Please review and issue corrected invoice.,CUST-184,Mobile App,2026-07-31T02:32:45Z
TCK-2086,Feature request: Slack integration for alerts,It would be great to have native Slack integration for real-time alert notifications in our #ops channel.,CUST-185,Mobile App,2026-07-31T05:28:48Z
TCK-2087,Password reset link not arriving via email,I requested a password reset 30 minutes ago but haven't received the email. Checked spam folder — nothing there.,CUST-186,Phone,2026-07-29T18:06:38Z
TCK-2088,Inquiry about professional services and implementation support,We're a 500-person org starting a platform rollout. Do you offer professional services for implementation?,CUST-187,Mobile App,2026-07-28T14:37:02Z
TCK-2089,Notification bug sending duplicate email alerts,Users receiving 3-4 duplicate email alerts for each event. The notification bug started after Tuesday's deployment.,CUST-188,Web Portal,2026-07-29T11:42:32Z
TCK-2090,Change email for compliance audit notifications,Need to change email receiving compliance audit notifications to compliance-team@enterprise.com.,CUST-189,Phone,2026-07-28T20:46:28Z
TCK-2091,Question about cross-account data sharing permissions,We have three separate accounts for different business units. Can data be shared or queried across accounts?,CUST-190,API,2026-07-31T05:25:28Z
TCK-2092,Unauthorized charge from cancelled trial account,We cancelled our trial 30 days ago but received an unauthorized charge of $199 on our account this morning.,CUST-191,Web Portal,2026-07-30T09:10:01Z
TCK-2093,Question about cross-account data sharing permissions,We have three separate accounts for different business units. Can data be shared or queried across accounts?,CUST-192,Email,2026-07-28T13:48:59Z
TCK-2094,Unauthorized charge from cancelled trial account,We cancelled our trial 30 days ago but received an unauthorized charge of $199 on our account this morning.,CUST-193,Chat,2026-07-29T00:05:10Z
TCK-2095,Database outage causing cascading failures,Primary database outage in US-East. All dependent microservices returning errors. Customer-facing impact confirmed.,CUST-194,Web Portal,2026-07-29T19:13:22Z
TCK-2096,Users can't access dashboard after update,"After the v3.68 update, no users can't access the main dashboard. Login succeeds but redirects to blank page.",CUST-195,Mobile App,2026-07-28T19:00:10Z
TCK-2097,How to configure custom email templates for notifications,We want to customize the email notification templates with our company branding and footer links.,CUST-196,Phone,2026-07-29T17:42:42Z
TCK-2098,Users can't access dashboard after update,"After the v3.57 update, no users can't access the main dashboard. Login succeeds but redirects to blank page.",CUST-197,Chat,2026-07-29T17:26:17Z
TCK-2099,Double charged after failed payment retry,Our payment was double charged after the system retried a declined card. Two charges of $299 posted to Visa ending 0013.,CUST-198,Web Portal,2026-07-31T05:50:48Z
TCK-2100,Credit card expiry causing service interruption warning,Received warning that our credit card on file expires next week. Unable to update through the billing portal.,CUST-199,Web Portal,2026-07-28T13:11:41Z
TCK-2101,500 error on checkout flow blocking revenue,Production checkout flow returning 500 error. Zero successful transactions in the last 45 minutes. Revenue impact critical.,CUST-200,Web Portal,2026-07-30T07:58:58Z
TCK-2102,Onboarding assistance for new engineering team,We just added 20 engineers to our plan. Can we get a guided onboarding session for the new team members?,CUST-201,Email,2026-07-30T17:28:24Z
TCK-2103,Billing error on multi-seat license invoice #17,"Invoice #17 shows billing error — 50 seats charged but we only have 28 active users. Overcharge of $1,100.",CUST-202,Monitoring,2026-07-28T23:35:54Z
TCK-2104,Double charged for annual license upgrade,"We were double charged $1,500 when upgrading from Pro to Enterprise. Transaction refs TXN-5A and TXN-5B both posted.",CUST-203,Monitoring,2026-07-30T08:42:46Z
TCK-2105,System crash with kernel panic on node pool,System crash on primary node pool with kernel panic. Auto-scaling replacement nodes also failing to initialize.,CUST-204,Slack,2026-07-31T09:48:18Z
TCK-2106,Unauthorized charge on company corporate card,An unauthorized charge of $899 appeared on our corporate Amex ending in 4020. We did not authorize this transaction.,CUST-205,Chat,2026-07-30T02:52:03Z
TCK-2107,Main application server down in EU-West region,"Our primary application server down in EU-West-1. Health checks failing, all requests timing out. 84 users affected.",CUST-206,Slack,2026-07-28T16:59:37Z
TCK-2108,Feature request: two-factor authentication via hardware keys,We'd like to use YubiKey hardware tokens for two-factor authentication. Is this on the roadmap?,CUST-207,Slack,2026-07-31T13:11:05Z
TCK-2109,Dashboard chart rendering bug in dark mode,Pie chart labels invisible due to rendering bug in dark mode theme. Text color matches background.,CUST-208,Chat,2026-07-30T03:49:46Z
TCK-2110,How to interpret the anomaly detection dashboard,The anomaly detection alerts are firing but the dashboard doesn't explain what thresholds trigger them.,CUST-209,Phone,2026-07-30T23:09:29Z
TCK-2111,Account locked after SSO configuration change,Our IT team updated SSO settings and now my account locked out. SAML assertion errors in the login flow.,CUST-210,Phone,2026-07-29T12:35:40Z
TCK-2112,How to integrate with Terraform for infrastructure provisioning,Our DevOps team manages everything via Terraform. Do you publish a Terraform provider for resource management?,CUST-211,Slack,2026-07-29T23:02:25Z
TCK-2113,How to use the bulk user provisioning API,We need to provision 500+ user accounts via API for our annual onboarding cycle. Looking for documentation.,CUST-212,Mobile App,2026-07-29T05:13:33Z
TCK-2114,Mobile app login bug on Android 15 devices,Intermittent login bug on Android 15 — the biometric prompt crashes the app 40% of the time.,CUST-213,Phone,2026-07-30T15:44:59Z
TCK-2115,System crash with kernel panic on node pool,System crash on primary node pool with kernel panic. Auto-scaling replacement nodes also failing to initialize.,CUST-214,Email,2026-07-31T15:23:44Z
TCK-2116,Notification bug sending duplicate email alerts,Users receiving 3-4 duplicate email alerts for each event. The notification bug started after Tuesday's deployment.,CUST-215,Email,2026-07-28T06:17:52Z
TCK-2117,Inquiry about uptime SLA for enterprise customers,What uptime SLA guarantees are included in the Enterprise plan? We need 99.95% minimum for our contract.,CUST-216,Email,2026-07-31T17:57:50Z
TCK-2118,Billing error: wrong plan tier pricing applied,"After downgrading to Starter, our invoice still shows Enterprise pricing. This billing error needs immediate correction.",CUST-217,Email,2026-07-30T19:17:50Z
TCK-2119,Feature request: custom dashboard widgets,Our team would love the ability to create custom dashboard widgets with user-defined KPI metrics.,CUST-218,Monitoring,2026-07-29T05:29:28Z
TCK-2120,Mobile app login bug on Android 15 devices,Intermittent login bug on Android 15 — the biometric prompt crashes the app 40% of the time.,CUST-219,Slack,2026-07-30T05:06:58Z
TCK-2121,Timezone bug displaying wrong timestamps,All timestamps showing in UTC despite user timezone set to EST. Timezone conversion bug affecting reports.,CUST-220,Chat,2026-07-31T11:45:50Z
TCK-2122,Comparing Standard vs Enterprise plan feature differences,Can you provide a detailed comparison matrix of Standard vs Enterprise plan features for our procurement review?,CUST-221,Web Portal,2026-07-31T00:52:59Z
TCK-2123,Payment failed on automatic renewal,Our automatic renewal payment failed with error code PAY-050. Card on file is valid — please retry or send payment link.,CUST-222,Slack,2026-07-31T17:35:33Z
TCK-2124,Feature request: customizable ticket priority matrix,"We want to define our own priority scoring matrix based on customer tier, issue type, and SLA deadlines.",CUST-223,Slack,2026-07-29T10:15:26Z
TCK-2125,Feature request: two-factor authentication via hardware keys,We'd like to use YubiKey hardware tokens for two-factor authentication. Is this on the roadmap?,CUST-224,Mobile App,2026-07-29T06:27:56Z
TCK-2126,Feature request: custom role-based access controls,We need granular RBAC with custom roles beyond the standard Admin/Member/Viewer permissions.,CUST-225,Phone,2026-07-30T10:32:35Z
TCK-2127,Change email associated with developer API account,Change email on my developer API account from john.doe@company.com to j.doe@company.com due to naming convention update.,CUST-226,Mobile App,2026-07-30T09:20:49Z
TCK-2128,Request to change email on team owner account,Our team owner left the company. Need to change email from prev-owner@corp.com to new-owner@corp.com.,CUST-227,Monitoring,2026-07-31T13:48:11Z
TCK-2129,Feature request: audit log export in JSON format,Currently audit logs only export as CSV. We need JSON format for ingestion into our SIEM platform.,CUST-228,Monitoring,2026-07-28T21:04:23Z
TCK-2130,Feature request: multi-language support for help center,Our customers span 12 countries. We need the help center and in-app tooltips localized in at least 5 languages.,CUST-229,Web Portal,2026-07-30T05:22:24Z
TCK-2131,Mobile app login bug on Android 15 devices,Intermittent login bug on Android 15 — the biometric prompt crashes the app 40% of the time.,CUST-230,Chat,2026-07-30T11:31:03Z
TCK-2132,Onboarding assistance for new engineering team,We just added 20 engineers to our plan. Can we get a guided onboarding session for the new team members?,CUST-231,Email,2026-07-30T09:12:32Z
TCK-2133,API rate limiter bug blocking legitimate requests,Our integration is getting 429 errors despite being well within rate limits. Rate limiter bug confirmed by checking our usage stats.,CUST-232,Chat,2026-07-29T04:52:38Z
TCK-2134,Question about data retention and GDPR compliance,What is your data retention policy? We need to ensure compliance with GDPR Article 17 right to erasure.,CUST-233,API,2026-07-30T09:44:11Z
TCK-2135,Bulk password reset needed for team migration,Migrating 35 users to new SSO provider. Need bulk password reset for all accounts under org ID ORG-115.,CUST-234,Web Portal,2026-07-31T07:40:16Z
TCK-2136,Outstanding invoice from two months ago,Invoice #INV-39 from May is still showing unpaid despite payment confirmation. Please reconcile.,CUST-235,Mobile App,2026-07-28T07:38:09Z
TCK-2137,Feature request: mobile push notifications for critical alerts,We currently only get email alerts. Need mobile push notifications for critical severity events.,CUST-236,Web Portal,2026-07-28T19:08:55Z
TCK-2138,Server down after scheduled maintenance window,"Post-maintenance, the analytics server down and not recovering. Kubernetes pods in CrashLoopBackOff state.",CUST-237,Phone,2026-07-29T15:55:01Z
TCK-2139,500 error on checkout flow blocking revenue,Production checkout flow returning 500 error. Zero successful transactions in the last 45 minutes. Revenue impact critical.,CUST-238,Mobile App,2026-07-30T00:14:21Z
TCK-2140,Question about cross-account data sharing permissions,We have three separate accounts for different business units. Can data be shared or queried across accounts?,CUST-239,Phone,2026-07-29T08:30:21Z
TCK-2141,How to integrate with Terraform for infrastructure provisioning,Our DevOps team manages everything via Terraform. Do you publish a Terraform provider for resource management?,CUST-240,Monitoring,2026-07-31T01:01:04Z
TCK-2142,Password reset link not arriving via email,I requested a password reset 30 minutes ago but haven't received the email. Checked spam folder — nothing there.,CUST-241,Phone,2026-07-29T17:19:02Z
TCK-2143,Timezone bug displaying wrong timestamps,All timestamps showing in UTC despite user timezone set to EST. Timezone conversion bug affecting reports.,CUST-242,Web Portal,2026-07-30T20:21:46Z
TCK-2144,How to use the bulk user provisioning API,We need to provision 500+ user accounts via API for our annual onboarding cycle. Looking for documentation.,CUST-243,Web Portal,2026-07-30T23:20:04Z
TCK-2145,Database outage causing cascading failures,Primary database outage in US-East. All dependent microservices returning errors. Customer-facing impact confirmed.,CUST-244,Email,2026-07-30T20:49:47Z
TCK-2146,Double charged for annual license upgrade,"We were double charged $1,500 when upgrading from Pro to Enterprise. Transaction refs TXN-18A and TXN-18B both posted.",CUST-245,API,2026-07-30T16:57:10Z
TCK-2147,Request refund for unused API credits,We purchased 500K API credits but only used 120K before switching providers. Requesting refund for remaining credits.,CUST-246,API,2026-07-31T04:42:00Z
TCK-2148,Documentation unclear on batch import format,The batch import documentation doesn't specify the maximum file size or supported delimiters for TSV files.,CUST-247,Web Portal,2026-07-30T06:36:34Z
TCK-2149,Inquiry about SOC 2 Type II certification,Our procurement team requires SOC 2 Type II compliance documentation before we can sign the enterprise contract.,CUST-248,Mobile App,2026-07-30T15:50:56Z
TCK-2150,Search filter bug returning incorrect results,Search filter bug: filtering by date range 'Last 7 days' returns results from last 30 days instead.,CUST-249,Mobile App,2026-07-30T04:20:28Z
TCK-2151,Request refund for unused API credits,We purchased 500K API credits but only used 120K before switching providers. Requesting refund for remaining credits.,CUST-250,Email,2026-07-30T08:18:40Z
TCK-2152,How to migrate data from competitor platform,We're switching from CompetitorX. Do you offer a migration tool or service for importing historical data?,CUST-251,API,2026-07-29T01:21:54Z
TCK-2153,Feature request: mobile push notifications for critical alerts,We currently only get email alerts. Need mobile push notifications for critical severity events.,CUST-252,Monitoring,2026-07-28T21:29:11Z
TCK-2154,Main application server down in EU-West region,"Our primary application server down in EU-West-1. Health checks failing, all requests timing out. 63 users affected.",CUST-253,Mobile App,2026-07-29T22:26:02Z
TCK-2155,Question about multi-region data residency options,Does your platform support data residency in the EU? We need all customer data stored within EU boundaries.,CUST-254,API,2026-07-30T13:28:33Z
TCK-2156,Password reset not working with new email domain,Company changed email domains. Password reset sends to old @oldcorp.com address instead of @newcorp.com.,CUST-255,Web Portal,2026-07-31T13:42:19Z
TCK-2157,Pagination bug skipping records on page 2,Table pagination bug: clicking page 2 skips IDs 51-75 and shows records starting from ID 76.,CUST-256,Phone,2026-07-30T15:17:36Z
TCK-2158,Production API returning 500 error on all endpoints,All production API endpoints returning 500 error since 08:00 UTC. Error trace: NullPointerException in AuthService. Affecting all users.,CUST-257,Email,2026-07-30T06:39:04Z
TCK-2159,Account locked — exceeded maximum login attempts,My account locked after entering wrong password. The lockout timer seems stuck — it's been 2 hours.,CUST-258,Slack,2026-07-30T14:53:40Z
TCK-2160,System crash with kernel panic on node pool,System crash on primary node pool with kernel panic. Auto-scaling replacement nodes also failing to initialize.,CUST-259,Web Portal,2026-07-31T05:30:45Z
TCK-2161,Documentation unclear on batch import format,The batch import documentation doesn't specify the maximum file size or supported delimiters for TSV files.,CUST-260,Phone,2026-07-30T16:00:40Z
TCK-2162,Invoice discrepancy on Q3 statement,Invoice #INV-40 shows charges for add-ons we never activated. Please review and issue corrected invoice.,CUST-261,Monitoring,2026-07-31T07:48:45Z
TCK-2163,Payment failed three times this week,Our scheduled payment failed again today — third time this week. Error: 'processor declined'. Need alternative payment method.,CUST-262,Email,2026-07-31T14:07:13Z
TCK-2164,Inquiry about uptime SLA for enterprise customers,What uptime SLA guarantees are included in the Enterprise plan? We need 99.95% minimum for our contract.,CUST-263,Monitoring,2026-07-29T11:33:07Z
TCK-2165,Feature request: drag-and-drop workflow builder,A visual drag-and-drop workflow builder would greatly speed up our automation configuration process.,CUST-264,Phone,2026-07-29T06:53:04Z
TCK-2166,System crash during peak traffic hours,"Platform experienced total system crash at 14:00 UTC during peak load. Auto-recovery failed, manual restart needed.",CUST-265,API,2026-07-29T20:51:38Z
TCK-2167,Question about data retention and GDPR compliance,What is your data retention policy? We need to ensure compliance with GDPR Article 17 right to erasure.,CUST-266,Chat,2026-07-29T02:08:55Z
